ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Order Date,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,State,Overall_Profit,Ship Date,City,Gender
3547,1969,Master,Together,41021,1,0,09/01/2016,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1,California,10.94,09/04/2016,San Francisco,Female
2456,1975,PhD,Married,40233,0,1,9/22/2014,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0,Florida,1.6704,9/24/2014,Boca Raton,Female
5633,1980,Graduation,Married,50183,1,1,04/09/2017,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,New York,4.8118,04/11/2017,New York City,Male
7801,1959,Graduation,Together,54753,0,1,04/09/2017,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,New York,9.7119,04/11/2017,New York City,Male
10489,1973,Graduation,Married,92955,0,0,04/09/2017,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,New York,6.2208,04/11/2017,New York City,Female
7011,1973,Graduation,Married,33471,1,0,04/09/2017,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0,New York,91.968,04/11/2017,New York City,Male
2620,1974,PhD,Married,34596,1,0,04/09/2017,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1,New York,4.2336,04/11/2017,New York City,Female
3933,1980,Graduation,Together,44010,1,0,04/09/2017,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0,New York,0,04/11/2017,New York City,Male
10981,1988,Graduation,Married,84219,0,0,1/16/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,Pennsylvania,28.5984,1/18/2014,Philadelphia,Male
1734,1968,PhD,Together,40706,2,1,1/16/2014,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,Pennsylvania,-31.05,1/18/2014,Philadelphia,Male
10995,1988,2n Cycle,Married,15716,1,0,1/16/2014,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,Pennsylvania,-13.6312,1/18/2014,Philadelphia,Male
6357,1959,2n Cycle,Divorced,59052,0,1,1/16/2014,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0,Pennsylvania,10.1493,1/18/2014,Philadelphia,Male
9209,1971,Master,Together,80573,0,0,10/05/2017,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,New York,3.2186,10/08/2017,New York City,Male
10286,1962,Graduation,Married,83715,0,0,10/05/2017,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,New York,25.5798,10/08/2017,New York City,Male
2611,1959,Master,Together,82576,0,0,07/09/2017,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,Oregon,-0.792,7/15/2017,Portland,Male
1600,1965,Master,Married,56962,2,1,01/07/2017,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,Michigan,679.996,01/10/2017,Detroit,Female
3308,1952,Graduation,Married,35704,1,1,5/30/2016,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0,North Carolina,-2.6256,5/31/2016,Wilmington,Male
5407,1954,Graduation,Together,53103,0,1,12/09/2015,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,Indiana,16.6698,12/12/2015,Columbus,Female
2166,1960,2n Cycle,Widow,46779,1,1,10/03/2016,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0,New York,93.2232,10/08/2016,New York City,Female
3955,1965,Graduation,Divorced,4861,0,0,11/11/2014,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,Colorado,0.8056,11/14/2014,Louisville,Male
6634,1979,Master,Divorced,33462,1,0,11/11/2014,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Colorado,55.9984,11/14/2014,Louisville,Male
3056,1978,Graduation,Divorced,63693,0,1,11/11/2014,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,Colorado,75.49,11/14/2014,Louisville,Male
5718,1950,Graduation,Married,80763,0,0,9/29/2017,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,Texas,2.5896,10/05/2017,Pasadena,Male
6872,1974,PhD,Married,65352,0,1,9/29/2017,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,Texas,9.4392,10/05/2017,Pasadena,Male
8164,1978,PhD,Married,82170,0,0,9/29/2017,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,Texas,44.868,10/05/2017,Pasadena,Male
4580,1969,Graduation,Married,75759,0,0,03/10/2015,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,Texas,-1.8904,03/10/2015,Houston,Male
9305,1976,2n Cycle,Single,79689,0,0,5/21/2017,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,New York,72.807,5/26/2017,Auburn,Male
453,1956,PhD,Widow,35340,1,1,5/21/2017,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,New York,5.2113,5/26/2017,Auburn,Male
8545,1954,Graduation,Divorced,85683,0,0,3/29/2015,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,Florida,131.2785,3/31/2015,Jacksonville,Male
9850,1972,2n Cycle,Married,24884,1,0,09/09/2016,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,New York,5.484,09/11/2016,New York City,Male
7378,1981,Master,,42021,1,0,8/26/2016,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,California,4.9104,8/27/2016,San Jose,Female
7646,1989,Graduation,Single,64449,1,0,8/26/2016,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,California,69.705,8/27/2016,San Jose,Female
1640,1954,Graduation,Divorced,64587,1,1,5/21/2014,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,Virginia,1276.4871,5/25/2014,Virginia Beach,Female
5184,1995,Graduation,Single,34824,0,0,5/21/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Virginia,173.0316,5/25/2014,Virginia Beach,Male
8492,1978,Graduation,Together,75437,0,0,10/28/2015,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,Kentucky,4.9082,11/03/2015,Henderson,Male
11188,1957,Graduation,,26091,1,1,10/28/2015,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Kentucky,9.8901,11/03/2015,Henderson,Male
1212,1973,Graduation,Married,52845,1,0,10/28/2015,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,Kentucky,9.158,11/03/2015,Henderson,Male
9097,1956,Graduation,Divorced,46086,0,1,10/28/2015,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,Kentucky,12.9129,11/03/2015,Henderson,Male
10473,1956,PhD,Widow,78028,0,1,11/13/2016,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,Washington,11.4452,11/17/2016,Vancouver,Female
7962,1987,PhD,Single,95169,0,0,7/31/2015,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,New York,762.1845,7/31/2015,New York City,Male
9984,1981,2n Cycle,Married,56337,1,1,7/31/2015,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,New York,-290.8752,7/31/2015,New York City,Male
5527,1987,Graduation,,22434,1,0,7/31/2015,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,New York,9.3312,7/31/2015,New York City,Male
6374,1954,PhD,Married,36930,0,1,8/27/2015,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,California,92.0835,8/31/2015,Murrieta,Female
7453,1954,Graduation,Single,36130,0,1,11/13/2015,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,North Carolina,40.3536,11/17/2015,Jacksonville,Male
8952,1953,Master,Married,65569,0,1,11/06/2015,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,Arizona,2.478,11/09/2015,Scottsdale,Male
241,1952,Graduation,,83844,0,0,11/06/2015,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,Arizona,-3.5208,11/09/2015,Scottsdale,Male
8975,1968,Graduation,Married,19514,1,1,12/26/2017,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,Iowa,20.585,01/01/2018,Burlington,Male
6119,1963,PhD,Single,36736,1,1,08/01/2017,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Illinois,5.999,08/03/2017,Chicago,Male
5236,1979,Graduation,Together,77568,0,1,11/24/2014,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,California,27.3096,11/26/2014,San Diego,Male
5723,1976,PhD,Together,49187,0,1,6/17/2017,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,Washington,46.575,6/21/2017,Olympia,Male
1710,1978,Graduation,Single,30168,1,0,6/17/2017,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,Washington,4.0687,6/21/2017,Olympia,Female
1970,1968,Master,Together,34053,0,1,12/21/2015,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,Washington,356.0414,12/24/2015,Seattle,Male
5313,1971,Master,Married,38196,1,1,12/21/2015,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,Washington,36.852,12/24/2015,Seattle,Female
10634,1951,Master,Married,59412,0,0,9/17/2015,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,California,15.552,9/19/2015,Los Angeles,Male
7010,1965,2n Cycle,Married,70924,0,0,07/06/2015,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,New York,6.7008,07/10/2015,New York City,Female
8562,1969,Graduation,,54165,0,0,07/06/2015,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,New York,63.8862,07/10/2015,New York City,Female
3158,1973,Graduation,Married,32300,1,0,07/06/2015,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,New York,2.499,07/10/2015,New York City,Female
4436,1976,Graduation,Single,20180,0,0,07/06/2015,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,New York,156.429,07/10/2015,New York City,Male
5287,1973,Graduation,Married,34961,1,0,4/27/2015,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,District of Columbia,8.8686,05/03/2015,Washington,Male
2445,1974,PhD,,28440,1,0,4/27/2015,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,District of Columbia,316.8825,05/03/2015,Washington,Male
6059,1953,PhD,,64504,1,2,4/27/2015,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,District of Columbia,648.5624,05/03/2015,Washington,Male
4550,1966,Master,,33564,0,1,6/16/2015,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,Pennsylvania,2.1728,6/20/2015,Philadelphia,Male
4240,1978,Graduation,Married,17345,1,0,12/17/2017,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,California,4.2804,12/20/2017,Los Angeles,Female
8911,1967,PhD,Married,56320,0,1,01/11/2016,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,Ohio,5.4432,1/13/2016,Springfield,Male
3706,1978,Graduation,Single,28647,1,0,01/11/2016,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,Ohio,20.5764,1/13/2016,Springfield,Male
3628,1987,Basic,Single,15038,1,0,01/11/2016,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,Ohio,-9.8724,1/13/2016,Springfield,Male
10175,1958,PhD,Divorced,32173,0,1,07/11/2014,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,New Jersey,83.284,7/15/2014,Hackensack,Male
8985,1964,2n Cycle,,68316,0,1,07/11/2014,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,New Jersey,57.4113,7/15/2014,Hackensack,Male
5204,1971,Graduation,,74538,0,0,07/11/2014,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,New Jersey,213.735,7/15/2014,Hackensack,Female
9220,1971,Graduation,Single,91700,0,0,07/11/2014,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,New Jersey,52.1262,7/15/2014,Hackensack,Male
9888,1969,Graduation,Together,68695,0,0,07/11/2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,New Jersey,7.056,7/15/2014,Hackensack,Male
5263,1977,2n Cycle,Married,31056,1,0,11/20/2016,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Ohio,5.1012,11/22/2016,Cincinnati,Male
1020,1973,Graduation,Married,79593,0,0,11/20/2016,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,Ohio,-1.9272,11/22/2016,Cincinnati,Male
9503,1980,Graduation,Single,28071,0,0,11/20/2016,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,Ohio,-10.5798,11/22/2016,Cincinnati,Male
10613,1958,PhD,,37334,1,1,4/22/2016,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,Missouri,8.662,4/26/2016,Jefferson City,Male
67,1972,Master,Single,46423,1,1,6/13/2015,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,California,13.734,6/14/2015,Los Angeles,Male
6019,1971,PhD,Married,37126,1,0,11/20/2017,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,North Carolina,2.6964,11/21/2017,Burlington,Male
5863,1953,Graduation,Married,47703,0,1,11/20/2017,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,North Carolina,1.7955,11/21/2017,Burlington,Male
3717,1959,Graduation,Married,61180,0,1,3/20/2016,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,Missouri,146.4036,3/24/2016,Saint Peters,Male
6730,1954,Graduation,Married,38998,1,1,09/06/2016,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,New York,11.151,09/09/2016,New York City,Male
10749,1991,Graduation,Single,8028,0,0,09/06/2016,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,New York,90.294,09/09/2016,New York City,Male
4998,1962,Graduation,,76081,0,0,07/09/2017,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,Illinois,2.9835,07/12/2017,Chicago,Male
6287,1986,Graduation,,34728,1,0,07/09/2017,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,Illinois,-146.16,07/12/2017,Chicago,Male
5985,1965,Master,Single,33168,0,1,10/12/2017,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,Illinois,-18.186,10/16/2017,Rockford,Female
4754,1966,Master,Married,33585,0,1,03/08/2016,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,Florida,85.2475,3/13/2016,Miami,Male
4002,1960,PhD,Married,77037,0,1,03/08/2016,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,Florida,-3.8385,3/13/2016,Miami,Male
8870,1984,Graduation,Together,35196,1,0,5/27/2014,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,California,125.2692,06/01/2014,San Francisco,Male
966,1966,Graduation,Married,44529,0,1,5/27/2014,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,California,37.9962,06/01/2014,San Francisco,Male
4767,1965,2n Cycle,Married,70924,0,0,07/03/2015,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,Pennsylvania,-29.4812,07/05/2015,Philadelphia,Female
9725,1966,PhD,,28764,1,1,07/03/2015,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,Pennsylvania,2.436,07/05/2015,Philadelphia,Male
4475,1949,PhD,Married,69098,0,0,07/03/2015,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,Pennsylvania,56.5776,07/05/2015,Philadelphia,Male
5740,1970,2n Cycle,Divorced,25959,1,1,04/04/2015,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,New York,4.3524,04/08/2015,New York City,Female
5731,1983,Master,Married,27100,1,0,04/04/2015,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,New York,22.764,04/08/2015,New York City,Female
7290,1985,Graduation,Single,70596,0,0,04/04/2015,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,New York,27.7911,04/08/2015,New York City,Female
3846,1974,Graduation,Married,42557,0,1,04/04/2015,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,New York,3.2944,04/08/2015,New York City,Male
8104,1951,PhD,Married,53312,0,0,12/10/2017,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,California,7.2268,12/17/2017,San Diego,Female
4507,1952,Graduation,Single,72228,0,0,12/10/2017,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,California,22.9488,12/17/2017,San Diego,Male
11013,1987,Graduation,,67605,0,0,11/24/2016,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Pennsylvania,1.6008,12/01/2016,Philadelphia,Female
4491,1949,Master,Married,62845,1,1,3/23/2015,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,Texas,-29.2524,3/29/2015,Houston,Female
3759,1958,Graduation,Together,65196,0,2,4/16/2015,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,Ohio,4.5216,4/21/2015,Toledo,Female
1162,1987,PhD,Single,42000,0,0,4/16/2015,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,Ohio,-2.2134,4/21/2015,Toledo,Female
2055,1973,PhD,Divorced,35860,1,1,4/16/2015,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,Ohio,1.2792,4/21/2015,Toledo,Female
10766,1964,PhD,Married,65526,0,1,4/16/2015,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,Ohio,-27.7158,4/21/2015,Toledo,Female
4415,1961,Graduation,Married,16860,1,1,4/16/2015,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,Ohio,0.2353,4/21/2015,Toledo,Female
3005,1992,Graduation,Single,83528,0,0,4/16/2015,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,Ohio,-46.225,4/21/2015,Toledo,Male
2223,1965,2n Cycle,Divorced,64176,0,1,10/01/2016,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,California,12.178,10/02/2016,San Francisco,Female
4817,1956,Graduation,Divorced,22304,0,0,9/28/2017,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Texas,-0.3488,9/30/2017,Brownsville,Female
2875,1978,Graduation,Married,67023,0,0,7/25/2015,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,Pennsylvania,-18.4624,7/29/2015,Philadelphia,Male
10536,1971,PhD,,32892,1,0,11/20/2015,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,California,5.0596,11/26/2015,Los Angeles,Male
11112,1966,Graduation,,70713,0,1,4/28/2016,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,Colorado,9.9468,05/02/2016,Denver,Female
3807,1955,Graduation,,59925,0,1,11/14/2017,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,New York,3.024,11/19/2017,New York City,Female
9197,1953,Graduation,Married,39722,0,1,11/12/2016,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,Arizona,-4.598,11/19/2016,Mesa,Female
10832,1958,Graduation,Together,46610,0,0,11/12/2016,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,Arizona,-3.3488,11/19/2016,Mesa,Female
6421,1961,Graduation,Together,88347,0,0,11/12/2016,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,Arizona,1.999,11/19/2016,Mesa,Male
4207,1981,PhD,Married,87171,0,0,9/29/2016,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,Indiana,10.6288,9/30/2016,Columbus,Female
577,1976,2n Cycle,Together,26907,1,1,9/23/2017,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Washington,33.5888,9/25/2017,Seattle,Female
10855,1968,Master,Single,50014,1,0,9/23/2017,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,Washington,8.4888,9/25/2017,Seattle,Female
3081,1978,PhD,Married,41014,1,0,9/23/2017,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Washington,2.322,9/25/2017,Seattle,Female
3535,1965,Graduation,Single,66294,0,0,11/29/2015,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,Michigan,9.3624,12/04/2015,Detroit,Female
247,1971,Graduation,Married,36715,1,0,11/29/2015,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,Michigan,121.7601,12/04/2015,Detroit,Female
8707,1956,Graduation,Married,79456,0,0,03/01/2016,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,New York,-264.9208,03/05/2016,Yonkers,Male
9523,1982,Graduation,Together,40479,1,0,03/01/2016,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,New York,12.1348,03/05/2016,Yonkers,Female
6072,1970,Master,Single,75345,0,0,03/01/2016,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,New York,105.2468,03/05/2016,Yonkers,Female
6295,1977,Graduation,Married,54233,0,1,03/01/2016,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,New York,2400.9657,03/05/2016,Yonkers,Male
10914,1970,Graduation,Single,24163,1,1,08/12/2016,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,Iowa,3.1104,08/12/2016,Des Moines,Female
1509,1958,PhD,Together,84460,0,0,8/15/2016,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,California,7.1976,8/20/2016,Oakland,Female
5577,1983,Graduation,Together,43776,1,0,8/15/2016,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,California,1.512,8/20/2016,Oakland,Male
7348,1958,PhD,Single,71691,0,0,06/04/2017,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,North Carolina,1.999,06/10/2017,Monroe,Male
1127,1973,PhD,Married,85844,0,0,06/04/2017,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,North Carolina,25.1944,06/10/2017,Monroe,Male
1833,1974,PhD,Single,39190,1,0,12/06/2015,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,California,33.642,12/13/2015,San Diego,Male
4944,1959,Graduation,Together,71367,0,0,12/06/2015,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,California,19.1786,12/13/2015,San Diego,Female
9080,1972,PhD,Single,38578,1,1,12/27/2015,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Maryland,14.161,12/31/2015,Clinton,Female
6466,1965,PhD,Married,57236,1,1,12/27/2015,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,Maryland,103.2284,12/31/2015,Clinton,Female
9964,1979,Graduation,Single,61825,0,1,1/21/2017,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,North Carolina,30.4682,1/26/2017,Charlotte,Female
4790,1958,Graduation,Divorced,79803,0,1,1/21/2017,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,North Carolina,-28.6272,1/26/2017,Charlotte,Male
10245,1986,2n Cycle,Single,80910,0,0,6/25/2014,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,California,11.196,6/28/2014,Los Angeles,Female
1109,1982,Master,Together,27590,1,0,6/14/2016,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,California,2.0416,6/17/2016,San Francisco,Female
6001,1979,Graduation,Married,56775,0,1,6/14/2016,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,California,4.1031,6/17/2016,San Francisco,Female
5538,1975,Graduation,Divorced,83829,0,0,6/14/2016,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,California,9.6657,6/17/2016,San Francisco,Female
10552,1979,2n Cycle,Married,54210,0,1,6/14/2016,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,California,2.5056,6/17/2016,San Francisco,Male
1545,1986,Graduation,Married,38508,1,0,4/21/2017,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,Texas,-4.7145,4/27/2017,Houston,Female
7409,1970,Graduation,Together,53187,1,0,4/21/2017,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,Texas,-4.9878,4/27/2017,Houston,Female
4444,1972,Graduation,Married,30023,1,0,10/21/2016,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,California,11.2308,10/27/2016,Riverside,Male
146,1960,PhD,Single,76045,0,0,11/19/2016,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,Texas,-16.3644,11/24/2016,Houston,Female
6271,1952,PhD,Married,50870,0,1,11/19/2016,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,Texas,-0.7566,11/24/2016,Houston,Male
10065,1970,2n Cycle,Married,15315,0,0,11/19/2016,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Texas,-17.248,11/24/2016,Houston,Male
